,dataset,circuit_id,layer,num_params,expr,entcap,num_iter,last_cost_avg,accuracy
533,0.0,9.0,3.0,15.0,0.028823261412353612,0.9999999999999996,72.0,0.1079254150390625,0.96875
534,0.0,9.0,3.0,15.0,0.03809263275270112,0.9999999999999996,74.0,0.11358642578125,0.96875
535,0.0,9.0,3.0,15.0,0.030334430822280913,0.9999999999999996,85.0,0.10638809204101562,0.96875
536,0.0,9.0,4.0,20.0,0.011295398353090666,0.9824659664666197,99.0,0.08889389038085938,0.96875
537,0.0,9.0,4.0,20.0,0.010488269153091031,0.9821810760311288,153.0,0.107086181640625,0.96875
538,0.0,9.0,4.0,20.0,0.007759966998931665,0.9841183019446275,116.0,0.09859085083007812,0.96875
539,0.0,9.0,4.0,20.0,0.00669894877524781,0.981972928730741,117.0,0.1028594970703125,0.96875
540,0.0,9.0,4.0,20.0,0.0065575325355127,0.9818464521504865,90.0,0.09160614013671875,0.9375
541,0.0,9.0,4.0,20.0,0.010021047720191458,0.9824134818863124,61.0,0.11647796630859375,0.96875
542,0.0,9.0,4.0,20.0,0.0178267011687615,0.9830595320466778,51.0,0.08932113647460938,0.96875
543,0.0,9.0,4.0,20.0,0.0067415638280557645,0.9840461618694804,71.0,0.13863754272460938,0.96875
544,0.0,9.0,5.0,25.0,0.007786405516571674,0.852750647653782,78.0,0.1006011962890625,0.96875
545,0.0,9.0,5.0,25.0,0.007984001221261578,0.8538925820627518,106.0,0.09954071044921875,0.96875
546,0.0,9.0,5.0,25.0,0.006194305093412766,0.8501736541334589,80.0,0.115020751953125,0.96875
547,0.0,9.0,5.0,25.0,0.006526853944122915,0.8620453557203782,112.0,0.0924224853515625,0.96875
548,0.0,9.0,5.0,25.0,0.009789869642671466,0.8533234001659246,66.0,0.12445068359375,0.96875
549,0.0,9.0,5.0,25.0,0.010340210748903445,0.8562555202698712,121.0,0.0832366943359375,0.96875
550,0.0,9.0,5.0,25.0,0.005669318041081029,0.8573189983553613,114.0,0.09294509887695312,0.96875
551,0.0,9.0,5.0,25.0,0.007619244899473949,0.8492578726940937,88.0,0.10116958618164062,0.96875
552,0.0,9.0,6.0,30.0,0.0060327803603409036,0.8623004312446569,106.0,0.10477066040039062,0.96875
553,0.0,9.0,6.0,30.0,0.006912153410366623,0.8623247102702093,81.0,0.10390090942382812,0.8125
554,0.0,9.0,6.0,30.0,0.007735254264034626,0.8612221281660811,56.0,0.11646652221679688,0.96875
555,0.0,9.0,6.0,30.0,0.00690729571484832,0.8635199529803946,67.0,0.11436080932617188,0.875
556,0.0,9.0,6.0,30.0,0.011265725202042526,0.862924721184166,65.0,0.11412811279296875,0.875
557,0.0,9.0,6.0,30.0,0.016522142593330177,0.8645014752736511,73.0,0.10845947265625,0.96875
